timestamp_body,ax_body,ay_body,az_body,gx_body,gy_body,gz_body,times_clock_body,5 x deep breath,5 x deep breath_notes
705873724,2.23,3.59,-8.8,-0.63,-5.74,0.28,2024-06-07 15:22:01.861765,0,
705873728,2.21,3.58,-8.87,-0.49,-4.13,0.84,2024-06-07 15:22:01.861765,0,
705873733,2.21,3.52,-8.82,0.35,-2.38,1.33,2024-06-07 15:22:01.861765,0,
705873738,2.21,3.55,-8.86,1.4,-1.05,1.54,2024-06-07 15:22:01.861765,0,
705873743,2.22,3.57,-8.81,1.82,0.14,1.89,2024-06-07 15:22:01.861765,0,
705873748,2.28,3.59,-8.77,1.89,0.63,1.96,2024-06-07 15:22:01.861765,0,
705873752,2.25,3.58,-8.78,1.82,0.77,2.17,2024-06-07 15:22:01.861765,0,
705873757,2.27,3.51,-8.79,1.82,0.63,2.17,2024-06-07 15:22:01.861765,0,
705873763,2.22,3.5,-8.75,1.19,0.49,2.31,2024-06-07 15:22:01.891752,0,
705873767,2.26,3.52,-8.67,0.28,0.28,2.1,2024-06-07 15:22:01.892743,0,
705873772,2.25,3.53,-8.6,-0.49,-0.28,1.89,2024-06-07 15:22:01.892743,0,
705873777,2.24,3.53,-8.58,-0.63,-0.91,1.61,2024-06-07 15:22:01.892743,0,
705873782,2.21,3.51,-8.6,-0.42,-1.05,1.47,2024-06-07 15:22:01.892743,0,
705873787,2.26,3.5,-8.66,-0.07,-0.84,1.26,2024-06-07 15:22:01.892743,0,
705873791,2.25,3.49,-8.76,0.21,-0.63,0.91,2024-06-07 15:22:01.892743,0,
705873796,2.34,3.46,-8.86,0.42,-0.56,0.63,2024-06-07 15:22:01.892743,0,
705873802,2.34,3.46,-8.83,0.42,-0.7,0.42,2024-06-07 15:22:01.937105,0,
705873806,2.39,3.48,-8.93,0.07,-1.26,0.07,2024-06-07 15:22:01.937105,0,
705873811,2.38,3.53,-8.95,-0.42,-1.82,0.14,2024-06-07 15:22:01.937105,0,
705873816,2.36,3.54,-8.96,-0.91,-2.87,0.0,2024-06-07 15:22:01.937105,0,
705873821,2.32,3.56,-8.9,-1.47,-4.27,-0.28,2024-06-07 15:22:01.937105,0,
705873826,2.27,3.62,-8.91,-1.82,-5.81,-0.49,2024-06-07 15:22:01.937105,0,
705873830,2.27,3.6,-8.81,-2.03,-7.07,-0.49,2024-06-07 15:22:01.938148,0,
705873835,2.23,3.62,-8.83,-1.68,-8.19,-0.7,2024-06-07 15:22:01.938148,0,
705873842,2.22,3.58,-8.82,-1.12,-8.4,-0.77,2024-06-07 15:22:01.967403,0,
705873846,2.19,3.63,-8.78,-0.49,-8.05,-0.63,2024-06-07 15:22:01.967403,0,
705873851,2.16,3.63,-8.8,0.35,-7.14,-0.42,2024-06-07 15:22:01.967403,0,
705873856,2.19,3.59,-8.74,1.12,-5.95,-0.28,2024-06-07 15:22:01.967403,0,
705873861,2.2,3.53,-8.77,1.89,-4.69,-0.28,2024-06-07 15:22:01.967403,0,
705873866,2.26,3.53,-8.79,2.17,-3.43,-0.14,2024-06-07 15:22:01.967403,0,
705873870,2.26,3.47,-8.78,2.38,-2.31,0.0,2024-06-07 15:22:01.967403,0,
705873875,2.27,3.52,-8.84,2.31,-1.54,0.21,2024-06-07 15:22:01.967403,0,
705873881,2.28,3.47,-8.83,1.89,-1.19,0.35,2024-06-07 15:22:02.012150,0,
705873885,2.28,3.5,-8.86,1.4,-1.26,0.35,2024-06-07 15:22:02.012150,0,
705873890,2.29,3.45,-8.84,0.77,-1.61,0.7,2024-06-07 15:22:02.012150,0,
705873895,2.29,3.47,-8.83,0.49,-2.24,0.7,2024-06-07 15:22:02.012150,0,
705873900,2.31,3.49,-8.84,0.21,-3.08,0.84,2024-06-07 15:22:02.012150,0,
705873905,2.28,3.49,-8.82,0.14,-3.78,0.91,2024-06-07 15:22:02.012150,0,
705873909,2.24,3.48,-8.76,0.0,-4.34,1.05,2024-06-07 15:22:02.012150,0,
705873914,2.22,3.51,-8.75,0.28,-4.62,1.05,2024-06-07 15:22:02.012150,0,
705873920,2.26,3.53,-8.76,0.56,-4.41,1.12,2024-06-07 15:22:02.056815,0,
705873924,2.22,3.5,-8.76,0.63,-3.99,1.12,2024-06-07 15:22:02.056815,0,
705873929,2.2,3.51,-8.79,0.77,-3.22,1.05,2024-06-07 15:22:02.056815,0,
705873934,2.24,3.52,-8.76,0.7,-2.59,0.98,2024-06-07 15:22:02.056815,0,
705873939,2.21,3.52,-8.88,0.63,-2.31,0.91,2024-06-07 15:22:02.056815,0,
705873944,2.24,3.58,-8.82,0.63,-2.03,0.91,2024-06-07 15:22:02.056815,0,
705873948,2.22,3.55,-8.79,0.49,-2.1,0.77,2024-06-07 15:22:02.056815,0,
705873953,2.23,3.52,-8.85,0.21,-2.45,0.63,2024-06-07 15:22:02.056815,0,
705873959,2.23,3.57,-8.84,-0.14,-2.94,0.56,2024-06-07 15:22:02.087288,0,
705873963,2.21,3.59,-8.87,-0.49,-3.43,0.35,2024-06-07 15:22:02.087288,0,
705873968,2.25,3.56,-8.88,-0.56,-3.92,0.28,2024-06-07 15:22:02.087288,0,
705873973,2.26,3.6,-8.9,-0.49,-4.48,0.21,2024-06-07 15:22:02.087288,0,
705873978,2.24,3.58,-8.84,-0.35,-4.97,0.14,2024-06-07 15:22:02.087288,0,
705873983,2.24,3.61,-8.85,-0.07,-5.32,0.0,2024-06-07 15:22:02.087288,0,
705873987,2.25,3.6,-8.86,0.14,-5.39,-0.07,2024-06-07 15:22:02.087288,0,
705873992,2.26,3.51,-8.85,0.49,-5.18,-0.07,2024-06-07 15:22:02.087288,0,
705873999,2.24,3.56,-8.82,0.7,-4.9,0.0,2024-06-07 15:22:02.132261,0,
705874003,2.24,3.52,-8.83,0.84,-4.55,0.07,2024-06-07 15:22:02.132261,0,
705874008,2.26,3.5,-8.79,0.84,-4.06,0.07,2024-06-07 15:22:02.132261,0,
705874013,2.29,3.53,-8.77,0.91,-3.71,0.14,2024-06-07 15:22:02.132261,0,
705874018,2.27,3.48,-8.75,1.05,-3.5,0.28,2024-06-07 15:22:02.132261,0,
705874023,2.3,3.53,-8.68,1.19,-3.36,0.35,2024-06-07 15:22:02.132261,0,
705874027,2.29,3.48,-8.77,1.33,-3.29,0.49,2024-06-07 15:22:02.132261,0,
705874032,2.29,3.46,-8.75,1.4,-3.15,0.56,2024-06-07 15:22:02.132261,0,
705874039,2.28,3.46,-8.81,1.33,-3.08,0.49,2024-06-07 15:22:02.177315,0,
705874043,2.31,3.49,-8.82,0.84,-3.08,0.49,2024-06-07 15:22:02.177315,0,
705874048,2.3,3.55,-8.83,0.35,-2.94,0.56,2024-06-07 15:22:02.177315,0,
705874053,2.26,3.5,-8.83,0.0,-2.94,0.42,2024-06-07 15:22:02.177315,0,
705874058,2.25,3.52,-8.87,-0.28,-3.01,0.42,2024-06-07 15:22:02.177315,0,
705874063,2.27,3.52,-8.87,-0.49,-3.22,0.35,2024-06-07 15:22:02.177315,0,
705874067,2.32,3.54,-8.87,-0.7,-3.22,0.49,2024-06-07 15:22:02.177315,0,
705874072,2.27,3.53,-8.87,-0.56,-3.22,0.35,2024-06-07 15:22:02.177315,0,
705874078,2.28,3.57,-8.83,-0.35,-3.43,0.28,2024-06-07 15:22:02.206850,0,
705874082,2.29,3.54,-8.83,-0.14,-3.57,0.35,2024-06-07 15:22:02.206850,0,
705874087,2.32,3.54,-8.81,0.0,-3.57,0.49,2024-06-07 15:22:02.206850,0,
705874092,2.28,3.58,-8.84,0.07,-3.64,0.49,2024-06-07 15:22:02.206850,0,
705874097,2.28,3.54,-8.81,0.21,-3.64,0.35,2024-06-07 15:22:02.206850,0,
705874102,2.25,3.5,-8.82,0.21,-3.64,0.42,2024-06-07 15:22:02.206850,0,
705874106,2.25,3.56,-8.82,0.14,-3.5,0.28,2024-06-07 15:22:02.206850,0,
705874111,2.25,3.5,-8.77,0.35,-3.36,0.28,2024-06-07 15:22:02.206850,0,
705874118,2.2,3.53,-8.75,0.42,-3.5,0.49,2024-06-07 15:22:02.252582,0,
705874122,2.25,3.5,-8.76,0.56,-3.71,0.28,2024-06-07 15:22:02.252582,0,
705874127,2.25,3.53,-8.81,0.56,-3.71,0.42,2024-06-07 15:22:02.252582,0,
705874132,2.26,3.46,-8.81,0.49,-3.64,0.42,2024-06-07 15:22:02.252582,0,
705874137,2.24,3.47,-8.78,0.49,-3.71,0.42,2024-06-07 15:22:02.252582,0,
705874142,2.27,3.52,-8.8,0.49,-3.71,0.42,2024-06-07 15:22:02.252582,0,
705874146,2.26,3.47,-8.8,0.49,-3.43,0.42,2024-06-07 15:22:02.252582,0,
705874151,2.24,3.5,-8.79,0.42,-3.29,0.42,2024-06-07 15:22:02.252582,0,
705874157,2.3,3.5,-8.81,0.49,-3.57,0.28,2024-06-07 15:22:02.282666,0,
705874161,2.24,3.53,-8.83,0.49,-3.43,0.35,2024-06-07 15:22:02.282666,0,
705874166,2.26,3.49,-8.83,0.42,-3.43,0.21,2024-06-07 15:22:02.282666,0,
705874171,2.24,3.53,-8.83,0.35,-3.43,0.28,2024-06-07 15:22:02.282666,0,
705874176,2.27,3.54,-8.83,0.35,-3.43,0.21,2024-06-07 15:22:02.282666,0,
705874181,2.22,3.52,-8.87,0.14,-3.71,0.14,2024-06-07 15:22:02.282666,0,
705874185,2.25,3.52,-8.86,-0.07,-3.64,0.14,2024-06-07 15:22:02.282666,0,
705874190,2.25,3.55,-8.85,-0.14,-3.64,0.14,2024-06-07 15:22:02.282666,0,
705874196,2.21,3.5,-8.83,-0.14,-3.78,0.07,2024-06-07 15:22:02.327710,0,
705874200,2.24,3.54,-8.82,-0.14,-3.99,0.07,2024-06-07 15:22:02.327710,0,
705874205,2.21,3.53,-8.8,-0.07,-3.99,0.14,2024-06-07 15:22:02.327710,0,
705874210,2.24,3.51,-8.82,-0.07,-3.85,0.07,2024-06-07 15:22:02.327710,0,
705874215,2.19,3.49,-8.8,0.0,-3.71,0.14,2024-06-07 15:22:02.327710,0,
705874220,2.18,3.52,-8.84,0.07,-3.64,0.21,2024-06-07 15:22:02.327710,0,
705874224,2.25,3.53,-8.84,0.07,-3.5,0.14,2024-06-07 15:22:02.327710,0,
705874229,2.23,3.51,-8.8,0.21,-3.36,0.21,2024-06-07 15:22:02.327710,0,
705874235,2.23,3.49,-8.8,0.35,-3.15,0.21,2024-06-07 15:22:02.372798,0,
705874239,2.2,3.5,-8.78,0.42,-3.22,0.21,2024-06-07 15:22:02.372798,0,
705874244,2.23,3.51,-8.82,0.42,-3.22,0.35,2024-06-07 15:22:02.372798,0,
705874249,2.23,3.47,-8.86,0.21,-3.15,0.28,2024-06-07 15:22:02.372798,0,
705874254,2.21,3.52,-8.81,0.21,-3.01,0.28,2024-06-07 15:22:02.372798,0,
705874259,2.23,3.5,-8.83,0.21,-3.08,0.28,2024-06-07 15:22:02.372798,0,
705874263,2.23,3.51,-8.83,0.0,-3.08,0.28,2024-06-07 15:22:02.372798,0,
705874268,2.27,3.52,-8.83,-0.07,-3.29,0.28,2024-06-07 15:22:02.372798,0,
705874275,2.26,3.51,-8.82,-0.07,-3.43,0.35,2024-06-07 15:22:02.401937,0,
705874279,2.29,3.55,-8.82,0.07,-3.78,0.14,2024-06-07 15:22:02.401937,0,
705874284,2.22,3.52,-8.84,-0.07,-3.85,0.42,2024-06-07 15:22:02.402988,0,
705874289,2.28,3.53,-8.81,-0.07,-4.06,0.35,2024-06-07 15:22:02.402988,0,
705874294,2.25,3.53,-8.76,0.07,-4.13,0.28,2024-06-07 15:22:02.402988,0,
705874299,2.24,3.55,-8.8,0.14,-4.13,0.28,2024-06-07 15:22:02.402988,0,
705874303,2.23,3.52,-8.82,0.07,-4.06,0.28,2024-06-07 15:22:02.402988,0,
705874308,2.2,3.51,-8.84,0.0,-3.92,0.14,2024-06-07 15:22:02.402988,0,
705874314,2.2,3.51,-8.78,-0.14,-3.71,0.21,2024-06-07 15:22:02.447239,0,
705874318,2.22,3.51,-8.82,-0.14,-3.43,0.35,2024-06-07 15:22:02.447239,0,
705874323,2.22,3.5,-8.73,0.14,-3.22,0.28,2024-06-07 15:22:02.447239,0,
705874328,2.24,3.51,-8.75,0.56,-3.08,0.28,2024-06-07 15:22:02.447239,0,
705874333,2.17,3.48,-8.75,1.12,-2.87,0.28,2024-06-07 15:22:02.447239,0,
705874338,2.18,3.48,-8.77,1.26,-2.66,0.35,2024-06-07 15:22:02.447239,0,
705874342,2.22,3.49,-8.81,1.26,-2.66,0.42,2024-06-07 15:22:02.447239,0,
705874347,2.23,3.52,-8.81,1.05,-2.59,0.35,2024-06-07 15:22:02.447239,0,
705874353,2.21,3.49,-8.85,0.7,-2.59,0.35,2024-06-07 15:22:02.492335,0,
705874357,2.25,3.52,-8.86,0.42,-2.66,0.42,2024-06-07 15:22:02.492335,0,
705874362,2.22,3.57,-8.89,0.21,-2.94,0.35,2024-06-07 15:22:02.492335,0,
705874367,2.3,3.55,-8.83,0.0,-3.29,0.21,2024-06-07 15:22:02.492335,0,
705874372,2.29,3.53,-8.92,-0.28,-3.5,0.14,2024-06-07 15:22:02.492335,0,
705874377,2.33,3.53,-8.94,-0.07,-3.92,0.0,2024-06-07 15:22:02.492335,0,
705874381,2.27,3.52,-8.89,-0.35,-3.85,0.14,2024-06-07 15:22:02.492335,0,
705874386,2.28,3.55,-8.86,-0.28,-4.13,0.21,2024-06-07 15:22:02.492335,0,
705874393,2.24,3.53,-8.78,-0.28,-4.34,0.07,2024-06-07 15:22:02.521914,0,
705874397,2.24,3.51,-8.79,-0.14,-4.34,0.14,2024-06-07 15:22:02.521914,0,
705874402,2.23,3.52,-8.75,-0.07,-4.2,0.14,2024-06-07 15:22:02.521914,0,
705874407,2.19,3.52,-8.77,-0.07,-3.71,0.14,2024-06-07 15:22:02.521914,0,
705874412,2.2,3.5,-8.83,0.0,-2.8,0.49,2024-06-07 15:22:02.521914,0,
705874417,2.24,3.44,-8.8,0.28,-1.89,0.42,2024-06-07 15:22:02.521914,0,
705874421,2.23,3.44,-8.82,0.28,-1.33,0.63,2024-06-07 15:22:02.521914,0,
705874426,2.26,3.48,-8.82,-0.07,-0.91,0.7,2024-06-07 15:22:02.521914,0,
705874432,2.2,3.5,-8.74,-0.07,-0.91,1.05,2024-06-07 15:22:02.567028,0,
705874436,2.21,3.46,-8.75,0.21,-1.12,1.19,2024-06-07 15:22:02.567028,0,
705874441,2.16,3.49,-8.72,0.49,-1.19,1.26,2024-06-07 15:22:02.567028,0,
705874446,2.16,3.54,-8.73,0.28,-1.12,1.33,2024-06-07 15:22:02.567028,0,
705874451,2.14,3.51,-8.72,-0.28,-1.12,1.26,2024-06-07 15:22:02.567028,0,
705874456,2.23,3.53,-8.72,-0.77,-1.12,1.12,2024-06-07 15:22:02.568074,0,
705874460,2.22,3.52,-8.69,-0.77,-0.7,1.12,2024-06-07 15:22:02.568074,0,
705874465,2.29,3.5,-8.63,0.14,-0.56,0.98,2024-06-07 15:22:02.568074,0,
705874471,2.33,3.52,-8.67,1.12,-0.63,0.7,2024-06-07 15:22:02.597644,0,
705874475,2.37,3.44,-8.81,1.82,-0.7,0.56,2024-06-07 15:22:02.597644,0,
705874480,2.38,3.44,-8.84,1.68,-0.98,0.42,2024-06-07 15:22:02.597644,0,
705874485,2.37,3.4,-8.88,1.12,-1.47,0.14,2024-06-07 15:22:02.597644,0,
705874490,2.36,3.44,-8.89,0.56,-2.1,0.07,2024-06-07 15:22:02.597644,0,
705874495,2.36,3.45,-8.91,0.28,-3.01,0.0,2024-06-07 15:22:02.597644,0,
705874499,2.35,3.48,-9.02,-0.42,-3.99,0.0,2024-06-07 15:22:02.597644,0,
705874504,2.4,3.52,-8.96,-1.19,-4.97,-0.28,2024-06-07 15:22:02.597644,0,
705874510,2.3,3.52,-8.95,-1.82,-5.67,-0.35,2024-06-07 15:22:02.642098,0,
705874514,2.27,3.53,-8.86,-2.1,-6.72,-0.49,2024-06-07 15:22:02.642098,0,
705874519,2.27,3.61,-8.83,-2.24,-7.42,-0.28,2024-06-07 15:22:02.642098,0,
705874524,2.21,3.61,-8.77,-1.75,-7.77,-0.28,2024-06-07 15:22:02.642098,0,
705874529,2.23,3.61,-8.76,-0.98,-7.77,-0.35,2024-06-07 15:22:02.642098,0,
705874534,2.17,3.58,-8.78,-0.14,-7.21,-0.21,2024-06-07 15:22:02.642098,0,
705874538,2.18,3.51,-8.77,0.63,-6.3,-0.07,2024-06-07 15:22:02.642098,0,
705874543,2.2,3.52,-8.87,1.12,-5.11,-0.07,2024-06-07 15:22:02.642098,0,
705874550,2.19,3.52,-8.83,1.4,-3.71,0.0,2024-06-07 15:22:02.687037,0,
705874554,2.23,3.52,-8.83,1.54,-2.59,0.21,2024-06-07 15:22:02.687037,0,
705874559,2.25,3.51,-8.83,1.54,-1.68,0.56,2024-06-07 15:22:02.688079,0,
705874564,2.27,3.5,-8.83,1.47,-1.4,0.49,2024-06-07 15:22:02.688079,0,
705874569,2.25,3.51,-8.83,1.05,-1.26,0.49,2024-06-07 15:22:02.688079,0,
705874574,2.23,3.51,-8.87,0.77,-1.47,0.49,2024-06-07 15:22:02.688079,0,
705874578,2.26,3.5,-8.88,0.35,-1.89,0.77,2024-06-07 15:22:02.688079,0,
705874583,2.29,3.5,-8.85,0.07,-2.59,0.77,2024-06-07 15:22:02.688079,0,
705874589,2.19,3.5,-8.84,-0.14,-3.15,0.77,2024-06-07 15:22:02.716708,0,
705874593,2.23,3.49,-8.81,-0.07,-3.57,0.84,2024-06-07 15:22:02.716708,0,
705874598,2.23,3.45,-8.77,-0.07,-3.64,0.91,2024-06-07 15:22:02.716708,0,
705874603,2.25,3.52,-8.74,0.21,-3.64,0.63,2024-06-07 15:22:02.716708,0,
705874608,2.25,3.48,-8.81,0.42,-3.5,0.63,2024-06-07 15:22:02.716708,0,
705874613,2.23,3.52,-8.77,0.7,-3.08,0.7,2024-06-07 15:22:02.716708,0,
705874617,2.25,3.48,-8.81,0.84,-2.8,0.56,2024-06-07 15:22:02.716708,0,
705874622,2.24,3.49,-8.8,0.84,-2.45,0.42,2024-06-07 15:22:02.716708,0,
705874628,2.23,3.5,-8.83,0.77,-2.38,0.28,2024-06-07 15:22:02.761696,0,
705874632,2.23,3.5,-8.84,0.49,-2.31,0.28,2024-06-07 15:22:02.761696,0,
705874637,2.26,3.51,-8.85,0.28,-2.52,0.28,2024-06-07 15:22:02.761696,0,
705874642,2.21,3.54,-8.89,0.07,-3.08,0.35,2024-06-07 15:22:02.761696,0,
705874647,2.23,3.55,-8.87,-0.14,-3.43,0.14,2024-06-07 15:22:02.761696,0,
705874652,2.26,3.52,-8.89,-0.28,-3.99,0.07,2024-06-07 15:22:02.761696,0,
705874656,2.26,3.6,-8.88,-0.42,-4.55,0.14,2024-06-07 15:22:02.761696,0,
705874661,2.23,3.55,-8.87,-0.28,-4.83,0.0,2024-06-07 15:22:02.761696,0,
705874668,2.25,3.55,-8.87,-0.14,-4.97,-0.07,2024-06-07 15:22:02.807373,0,
705874672,2.2,3.53,-8.84,0.0,-4.9,-0.14,2024-06-07 15:22:02.807373,0,
705874677,2.25,3.55,-8.78,0.14,-4.62,0.07,2024-06-07 15:22:02.807373,0,
705874682,2.26,3.53,-8.82,0.14,-4.13,0.0,2024-06-07 15:22:02.807373,0,
705874687,2.21,3.48,-8.77,0.21,-3.85,0.0,2024-06-07 15:22:02.807373,0,
705874692,2.23,3.5,-8.76,0.28,-3.43,0.07,2024-06-07 15:22:02.807373,0,
705874696,2.25,3.51,-8.71,0.63,-3.15,0.28,2024-06-07 15:22:02.807373,0,
705874701,2.25,3.45,-8.78,0.91,-2.94,0.28,2024-06-07 15:22:02.807373,0,
705874708,2.26,3.42,-8.78,0.84,-2.66,0.21,2024-06-07 15:22:02.836806,0,
705874712,2.26,3.47,-8.83,0.49,-2.38,0.21,2024-06-07 15:22:02.836806,0,
705874717,2.25,3.45,-8.78,0.14,-2.24,0.42,2024-06-07 15:22:02.836806,0,
705874722,2.27,3.43,-8.81,-0.21,-2.52,0.28,2024-06-07 15:22:02.836806,0,
705874727,2.29,3.48,-8.84,-0.49,-2.66,0.28,2024-06-07 15:22:02.836806,0,
705874732,2.31,3.46,-8.84,-0.77,-2.94,0.21,2024-06-07 15:22:02.836806,0,
705874736,2.27,3.5,-8.86,-0.91,-3.22,0.21,2024-06-07 15:22:02.836806,0,
705874741,2.27,3.51,-8.85,-0.91,-3.57,0.35,2024-06-07 15:22:02.836806,0,
705874747,2.3,3.51,-8.88,-0.91,-3.85,0.28,2024-06-07 15:22:02.882647,0,
705874751,2.27,3.53,-8.85,-0.77,-4.06,0.14,2024-06-07 15:22:02.882647,0,
705874756,2.23,3.51,-8.88,-0.77,-4.06,0.21,2024-06-07 15:22:02.882647,0,
705874761,2.26,3.53,-8.88,-0.56,-3.85,0.28,2024-06-07 15:22:02.882647,0,
705874766,2.24,3.52,-8.85,-0.42,-3.57,0.14,2024-06-07 15:22:02.882647,0,
705874771,2.28,3.54,-8.81,-0.21,-3.22,0.21,2024-06-07 15:22:02.882647,0,
705874775,2.24,3.49,-8.77,0.07,-3.01,0.28,2024-06-07 15:22:02.883690,0,
705874780,2.27,3.53,-8.78,0.35,-3.15,0.28,2024-06-07 15:22:02.883690,0,
705874786,2.26,3.52,-8.82,0.42,-3.29,0.35,2024-06-07 15:22:02.927674,0,
705874790,2.27,3.52,-8.77,0.28,-3.22,0.21,2024-06-07 15:22:02.927674,0,
705874795,2.25,3.48,-8.79,0.14,-3.29,0.28,2024-06-07 15:22:02.927674,0,
705874800,2.19,3.49,-8.79,0.21,-3.5,0.21,2024-06-07 15:22:02.927674,0,
705874805,2.22,3.5,-8.83,0.07,-3.36,0.28,2024-06-07 15:22:02.927674,0,
705874810,2.25,3.47,-8.81,0.0,-3.36,0.21,2024-06-07 15:22:02.927674,0,
705874814,2.24,3.49,-8.79,0.07,-3.36,0.28,2024-06-07 15:22:02.927674,0,
705874819,2.25,3.51,-8.79,0.28,-3.36,0.14,2024-06-07 15:22:02.927674,0,
705874826,2.28,3.57,-8.78,0.35,-3.43,0.28,2024-06-07 15:22:02.958342,0,
705874830,2.24,3.51,-8.77,0.28,-3.36,0.35,2024-06-07 15:22:02.958342,0,
705874835,2.23,3.48,-8.84,0.28,-3.22,0.21,2024-06-07 15:22:02.958342,0,
705874840,2.28,3.48,-8.83,0.35,-3.22,0.21,2024-06-07 15:22:02.958342,0,
705874845,2.27,3.51,-8.82,0.21,-3.22,0.14,2024-06-07 15:22:02.958342,0,
705874850,2.26,3.55,-8.85,-0.07,-3.01,0.28,2024-06-07 15:22:02.958342,0,
705874854,2.28,3.5,-8.85,-0.07,-3.08,0.14,2024-06-07 15:22:02.958342,0,
705874859,2.28,3.51,-8.83,-0.21,-3.22,0.21,2024-06-07 15:22:02.958342,0,
705874865,2.24,3.52,-8.86,-0.35,-3.15,0.21,2024-06-07 15:22:03.001939,0,
705874869,2.26,3.51,-8.83,-0.21,-3.29,0.14,2024-06-07 15:22:03.001939,0,
705874874,2.23,3.47,-8.84,-0.35,-3.43,0.21,2024-06-07 15:22:03.001939,0,
705874879,2.23,3.51,-8.84,-0.28,-3.57,0.21,2024-06-07 15:22:03.002983,0,
705874884,2.22,3.53,-8.79,-0.14,-3.64,0.14,2024-06-07 15:22:03.002983,0,
705874889,2.23,3.54,-8.83,-0.14,-3.71,0.21,2024-06-07 15:22:03.002983,0,
705874893,2.2,3.52,-8.81,0.0,-3.71,0.07,2024-06-07 15:22:03.002983,0,
705874898,2.22,3.53,-8.83,0.0,-3.64,0.14,2024-06-07 15:22:03.002983,0,
705874904,2.22,3.5,-8.81,0.07,-3.43,0.14,2024-06-07 15:22:03.033015,0,
705874908,2.22,3.49,-8.8,0.21,-3.22,0.07,2024-06-07 15:22:03.033015,0,
705874913,2.19,3.46,-8.76,0.28,-3.01,0.14,2024-06-07 15:22:03.033015,0,
705874918,2.23,3.47,-8.81,0.42,-3.01,0.28,2024-06-07 15:22:03.033015,0,
705874923,2.25,3.5,-8.82,0.28,-3.01,0.14,2024-06-07 15:22:03.033015,0,
705874928,2.25,3.49,-8.86,0.14,-2.8,0.21,2024-06-07 15:22:03.033015,0,
705874932,2.24,3.48,-8.81,0.0,-2.8,0.14,2024-06-07 15:22:03.033015,0,
705874937,2.23,3.49,-8.81,0.0,-2.94,0.07,2024-06-07 15:22:03.033015,0,
705874943,2.24,3.48,-8.81,0.0,-3.15,0.07,2024-06-07 15:22:03.077187,0,
705874947,2.27,3.51,-8.84,-0.07,-3.43,0.0,2024-06-07 15:22:03.077187,0,
705874952,2.23,3.48,-8.81,-0.21,-3.43,0.21,2024-06-07 15:22:03.077187,0,
705874957,2.24,3.51,-8.81,-0.14,-3.71,0.07,2024-06-07 15:22:03.077187,0,
705874962,2.27,3.49,-8.83,-0.28,-3.78,0.14,2024-06-07 15:22:03.077187,0,
705874967,2.25,3.51,-8.82,-0.28,-3.85,0.07,2024-06-07 15:22:03.077187,0,
705874971,2.28,3.53,-8.83,-0.42,-3.92,0.21,2024-06-07 15:22:03.077187,0,
705874976,2.24,3.52,-8.84,-0.21,-3.92,0.21,2024-06-07 15:22:03.077187,0,
705874983,2.21,3.5,-8.81,-0.21,-3.78,0.28,2024-06-07 15:22:03.122281,0,
705874987,2.25,3.52,-8.81,-0.21,-3.71,0.14,2024-06-07 15:22:03.122281,0,
705874992,2.17,3.51,-8.78,-0.14,-3.5,0.07,2024-06-07 15:22:03.122281,0,
705874997,2.21,3.48,-8.79,0.21,-3.5,0.14,2024-06-07 15:22:03.122281,0,
705875002,2.16,3.52,-8.77,0.49,-3.29,0.21,2024-06-07 15:22:03.122281,0,
705875007,2.2,3.49,-8.78,0.91,-3.15,0.21,2024-06-07 15:22:03.122281,0,
705875011,2.21,3.47,-8.74,0.84,-2.87,0.28,2024-06-07 15:22:03.122281,0,
705875016,2.15,3.49,-8.8,0.98,-2.8,0.35,2024-06-07 15:22:03.122281,0,
705875022,2.21,3.48,-8.85,0.91,-2.59,0.35,2024-06-07 15:22:03.167335,0,
705875026,2.27,3.51,-8.85,0.63,-2.59,0.28,2024-06-07 15:22:03.167335,0,
705875031,2.29,3.52,-8.82,0.28,-2.59,0.35,2024-06-07 15:22:03.167335,0,
705875036,2.27,3.53,-8.8,0.07,-2.94,0.28,2024-06-07 15:22:03.167335,0,
705875041,2.29,3.52,-8.86,0.0,-3.08,0.35,2024-06-07 15:22:03.167335,0,
705875046,2.26,3.51,-8.87,-0.28,-3.43,0.14,2024-06-07 15:22:03.167335,0,
705875050,2.3,3.5,-8.86,-0.42,-3.57,0.14,2024-06-07 15:22:03.167335,0,
705875055,2.27,3.48,-8.88,-0.42,-3.85,0.14,2024-06-07 15:22:03.167335,0,
705875061,2.24,3.49,-8.81,-0.35,-4.2,0.07,2024-06-07 15:22:03.197451,0,
705875065,2.26,3.5,-8.78,-0.35,-4.34,0.14,2024-06-07 15:22:03.197451,0,
705875070,2.23,3.51,-8.7,-0.21,-4.48,0.07,2024-06-07 15:22:03.197451,0,
705875075,2.18,3.51,-8.71,-0.21,-4.34,0.07,2024-06-07 15:22:03.197451,0,
705875080,2.2,3.51,-8.75,-0.21,-3.78,0.21,2024-06-07 15:22:03.197451,0,
705875085,2.23,3.47,-8.82,-0.21,-2.8,0.21,2024-06-07 15:22:03.197451,0,
705875089,2.27,3.46,-8.82,0.0,-1.75,0.42,2024-06-07 15:22:03.197451,0,
705875094,2.24,3.46,-8.84,0.35,-1.12,0.42,2024-06-07 15:22:03.197451,0,
705875101,2.21,3.45,-8.88,0.14,-0.84,0.56,2024-06-07 15:22:03.226283,0,
