timestamp_body,ax_body,ay_body,az_body,gx_body,gy_body,gz_body,times_clock_body,5 x deep breath,5 x deep breath_notes
705868044,2.28,3.54,-8.86,-0.35,-3.64,-0.07,2024-06-07 15:21:56.146970,0,
705868048,2.24,3.49,-8.85,-0.49,-3.57,0.0,2024-06-07 15:21:56.147965,0,
705868053,2.27,3.54,-8.89,-0.7,-3.57,0.07,2024-06-07 15:21:56.147965,0,
705868059,2.25,3.53,-8.93,-0.77,-3.36,0.0,2024-06-07 15:21:56.192614,0,
705868063,2.24,3.54,-8.91,-0.84,-3.29,0.0,2024-06-07 15:21:56.192614,0,
705868068,2.24,3.56,-8.91,-0.77,-3.22,-0.07,2024-06-07 15:21:56.192614,0,
705868073,2.28,3.54,-8.9,-0.84,-3.22,-0.07,2024-06-07 15:21:56.192614,0,
705868078,2.28,3.54,-8.88,-0.84,-3.29,-0.07,2024-06-07 15:21:56.192614,0,
705868083,2.22,3.54,-8.9,-0.77,-3.36,-0.14,2024-06-07 15:21:56.192614,0,
705868087,2.24,3.56,-8.91,-0.84,-3.36,-0.07,2024-06-07 15:21:56.192614,0,
705868092,2.26,3.54,-8.85,-0.7,-3.57,-0.21,2024-06-07 15:21:56.192614,0,
705868099,2.2,3.56,-8.88,-0.77,-3.64,-0.14,2024-06-07 15:21:56.236488,0,
705868103,2.22,3.55,-8.86,-0.77,-3.71,-0.21,2024-06-07 15:21:56.236488,0,
705868108,2.25,3.55,-8.81,-0.63,-3.64,-0.14,2024-06-07 15:21:56.236488,0,
705868113,2.23,3.52,-8.84,-0.63,-3.71,0.0,2024-06-07 15:21:56.236488,0,
705868118,2.21,3.55,-8.84,-0.56,-3.71,0.0,2024-06-07 15:21:56.236488,0,
705868123,2.24,3.51,-8.83,-0.35,-3.57,-0.14,2024-06-07 15:21:56.236488,0,
705868127,2.26,3.54,-8.86,-0.35,-3.36,-0.21,2024-06-07 15:21:56.236488,0,
705868132,2.23,3.52,-8.89,-0.35,-3.22,-0.14,2024-06-07 15:21:56.236488,0,
705868138,2.26,3.5,-8.79,-0.49,-3.22,-0.07,2024-06-07 15:21:56.267103,0,
705868142,2.25,3.49,-8.87,-0.63,-3.36,-0.14,2024-06-07 15:21:56.267103,0,
705868147,2.25,3.52,-8.81,-0.84,-3.36,-0.07,2024-06-07 15:21:56.267103,0,
705868152,2.25,3.5,-8.88,-0.84,-3.43,-0.14,2024-06-07 15:21:56.267103,0,
705868157,2.25,3.47,-8.88,-0.91,-3.71,-0.07,2024-06-07 15:21:56.267103,0,
705868162,2.25,3.51,-8.87,-0.98,-3.78,-0.07,2024-06-07 15:21:56.267103,0,
705868166,2.27,3.55,-8.92,-1.05,-3.99,0.07,2024-06-07 15:21:56.267103,0,
705868171,2.24,3.53,-8.78,-1.12,-4.13,-0.07,2024-06-07 15:21:56.267103,0,
705868177,2.25,3.56,-8.83,-0.84,-4.41,-0.07,2024-06-07 15:21:56.312544,0,
705868181,2.21,3.53,-8.83,-0.84,-4.41,-0.07,2024-06-07 15:21:56.312544,0,
705868186,2.25,3.52,-8.86,-0.98,-4.13,-0.14,2024-06-07 15:21:56.312544,0,
705868191,2.25,3.53,-8.82,-0.98,-4.06,-0.14,2024-06-07 15:21:56.312544,0,
705868196,2.17,3.55,-8.77,-0.84,-4.06,-0.21,2024-06-07 15:21:56.312544,0,
705868201,2.21,3.52,-8.77,-0.63,-3.71,-0.14,2024-06-07 15:21:56.312544,0,
705868205,2.18,3.51,-8.75,-0.28,-3.5,-0.07,2024-06-07 15:21:56.312544,0,
705868210,2.16,3.53,-8.75,0.0,-3.43,0.14,2024-06-07 15:21:56.312544,0,
705868217,2.2,3.48,-8.78,0.28,-3.22,0.0,2024-06-07 15:21:56.341721,0,
