timestamp,x,y,z
2085420,-0.64129937,-0.011964541,9.834852
2085439,-0.6556568,0.043072347,9.853995
2085459,-0.6006199,0.023929082,9.906639
2085478,-0.5431901,0.028714897,9.724778
2085499,-0.45225963,0.07896597,9.624276
2085518,-0.51926106,-0.040679436,9.674527
2085538,-0.6101916,-0.1172525,9.655384
2085558,-0.571905,0.033500712,9.763065
2085578,-0.5599405,0.0071787243,9.889889
2085597,-0.61497736,-0.031107806,9.839638
2085617,-0.6843717,-0.028714897,9.976034
2085637,-0.5910483,-0.028714897,10.019106
2085656,-0.57669085,-0.067001425,9.9927845
2085675,-0.5144752,0.08614469,9.932961
2085695,-0.60301286,-0.023929082,10.040643
2085714,-0.5551547,-0.0071787243,9.925783
2085734,-0.6580497,-0.1459674,10.026285
2085753,-0.6101916,-0.21536173,10.430686
2085773,-0.55036885,-0.33740005,10.531189
2085792,-0.47140288,-0.28236315,10.964305
2085813,-0.35415038,0.014357449,11.399815
2085832,-0.44747382,0.1459674,12.151187
2085852,-0.7489802,-0.22254045,12.802058
2085872,-1.1246668,-0.45465255,13.14903
2085891,-0.73701566,-0.2656128,12.51491
2085910,-1.0648441,-0.24168372,12.364156
2085930,-0.69872916,-0.047858164,11.679785
2085949,-0.75376606,0.002392908,12.057864
2085969,-0.72983694,-0.23211208,12.254083
2085988,-0.27518442,0.021536173,11.502709
2086008,-0.047858164,0.18186101,10.796802
2086027,-0.09810923,-0.16032484,10.507259
2086047,0.1459674,-0.18425392,9.937747
2086066,-0.023929082,-0.60540575,10.648441
2086086,0.1459674,-0.6676214,10.617333
2086105,-0.19382556,-0.5025107,9.662563
2086126,0.48576033,-0.09810923,9.473523
2086145,0.105287954,-0.442688,9.916211
2086165,0.7489802,-0.0598227,9.775029
2086185,0.7489802,0.09571633,9.626669
2086205,0.8805902,0.2632199,9.246197
2086224,0.92605543,-0.033500712,9.629062
2086244,1.119881,-0.06460852,8.731722
2086264,1.1342385,-0.43550926,8.619255
2086283,1.3208853,-0.4498667,7.9803486
2086302,1.3232782,-0.7322299,7.4515157
2086322,0.84230363,-1.3256711,7.425194
2086341,1.2132044,-0.86862564,7.391693
2086361,1.509925,-0.78248096,7.075829
2086380,1.8616825,-0.5240469,6.7025356
2086400,1.9191123,-0.7489802,6.456066
2086419,1.7300725,-1.040915,5.9176617
2086440,1.7085364,-1.2132044,6.0397
2086459,1.9885067,-0.8734115,5.7381935
2086479,2.1368668,-0.6460852,5.9942346
2086499,2.318728,-0.64129937,6.202418
2086518,2.4814458,-0.5049036,6.2981343
2086537,2.553233,-0.4091873,6.843717
2086557,2.6345918,-0.20100428,6.764751
2086576,2.6393776,-0.08375178,6.0229497
2086596,1.9286839,-0.45704544,6.848503
2086615,1.277813,-1.1916683,7.030364
2086635,0.6197632,-1.5266753,8.19571
2086654,0.052643977,-1.5745336,8.1622095
2086674,0.7776951,-0.7896597,6.3603497
2086693,1.2562767,0.3230426,7.0351496
2086713,0.4498667,-0.28714898,10.193789
2086732,0.3613291,-0.8638398,11.103093
2086753,0.4450809,-0.5647263,11.045664
2086772,0.9858781,-0.2057901,7.9444547
2086792,0.4737958,-0.677193,9.310805
2086812,0.7968384,-0.13878867,12.857095
2086832,0.31107804,-0.47618872,14.213874
2086851,0.31825677,-0.8638398,12.617805
2086871,0.40440148,-0.7633377,10.423508
2086891,1.0313433,-0.03828653,11.866431
2086910,1.0289505,-0.1172525,13.752043
2086929,0.66044265,-0.6389065,13.103564
2086949,0.63412064,-0.67240715,11.385457
2086968,1.0600582,-0.15793194,10.1435375
2086988,0.9140909,0.2967206,11.229918
2087007,0.2967206,-0.035893623,11.871217
2087027,0.13878867,-0.35415038,11.586461
2087046,0.17468229,0.11485959,11.258633
2087067,0.20100428,0.33022133,11.416565
2087086,-1.117488,1.2467052,9.387379
2087106,0.4785816,-1.2347406,9.516596
2087126,0.13639577,-0.10289505,11.258633
2087145,0.18425392,-0.069394335,11.27299
2087164,0.64369226,0.5168682,12.988705
2087184,-0.4737958,-1.1533817,14.347877
2087203,0.10289505,-0.019143265,14.654169
2087223,0.49293905,0.19621846,14.96764
2087242,0.75615895,0.2392908,14.043978
2087262,0.42833054,-0.3613291,14.017655
2087281,0.33022133,-0.3230426,13.306962
2087302,0.28954187,-0.30868515,12.77813
2087321,0.13400285,-0.5001178,12.589089
2087341,0.06460852,-0.6748001,11.603211
2087361,0.36611494,-0.3517575,9.870746
2087380,0.5695121,-0.34697166,9.138516
2087399,0.8040171,0.004785816,9.014085
2087419,0.4737958,-0.6819788,9.093051
2087438,0.63172776,0.43790218,7.1739383
2087458,-0.052643977,0.3804724,8.358428
2087477,-0.22254045,-1.3591717,10.390007
2087497,-0.89494765,-2.4910173,9.911426
2087516,0.8518753,-0.598227,7.161974
2087537,1.170132,-0.69872916,6.999256
2087556,1.5529974,-0.6389065,7.3893003
2087576,1.5338541,-1.0648441,8.676684
2087596,1.3424214,-1.2538838,7.791309
2087616,1.8305746,-1.0265576,6.420172
2087635,2.4120514,-0.17228939,5.592226
2087655,2.5460541,-0.43072346,6.762358
2087675,2.057901,-1.196454,7.188296
2087694,2.2780485,-0.93323416,6.487174
2087713,2.6106627,-0.8877689,6.0253425
2087733,2.6345918,-0.9140909,5.709479
2087752,2.3522286,-1.3113136,5.826731
2087772,2.371372,-1.3376356,5.467795
2087791,2.4934103,-1.1844895,4.929391
2087811,2.711165,-0.6556568,4.83846
2087830,2.2493336,-0.8877689,5.518046
2087850,2.1177237,-0.8279462,5.9200544
2087869,1.9980782,-0.8614469,6.501531
2087889,1.639142,-0.6748001,7.2146177
2087908,2.658521,-0.009571632,5.0346785
2087929,2.7039862,0.37807947,4.55849
2087948,2.1368668,-0.70112205,7.1212945
2087968,1.7492158,-0.3278284,8.633613
2087988,0.5240469,-1.2562767,9.775029
2088007,0.8159817,-0.057429794,5.912876
2088026,1.3711363,0.25364825,6.9346476
2088046,-0.208183,-0.6819788,12.486195
2088065,-0.7154795,-2.579555,14.199516
2088085,-0.34697166,-1.6989647,13.534288
2088104,1.3137065,0.14357449,12.4670515
2088124,2.3665862,0.77530223,12.828381
2088143,1.0528796,-0.6867646,14.271304
2088164,0.83751786,-0.9571632,13.759221
2088183,1.7372513,-0.03828653,12.847524
2088203,1.7898953,0.24168372,12.22776
2088223,1.3089207,0.28475606,11.14138
2088243,1.0098072,0.028714897,10.96909
2088262,0.9834852,-0.014357449,11.823359
2088282,0.9667349,0.5695121,11.825752
2088302,5.3313994,4.972463,17.693163
2088321,-3.2447834,1.3831009,11.165309
2088340,1.8640754,-2.5388756,14.457951
2088360,0.34936458,-0.34218585,12.055471
2088379,0.37568656,-0.26082698,10.622119
2088399,-0.87580436,-0.69872916,12.333048
2088418,1.2060257,1.3567789,13.756828
2088438,0.5551547,-0.8805902,16.441671
2088457,1.7851094,1.0098072,16.288525
2088478,2.2756555,0.39004403,16.523031
2088497,2.0459363,0.067001425,15.388792
2088517,1.6271775,-0.088537596,13.421822
2088537,1.6534995,-0.40679437,12.237332
2088556,1.5051392,-0.16511066,11.284955
2088575,0.8805902,-0.7059079,10.87816
2088595,0.55754757,-0.47140288,10.007142
2088614,-0.107680865,-0.35893622,10.1339655
2088634,-0.48815325,-1.0050215,9.609919
2088653,-0.09332342,-0.3278284,8.954262
2088673,-0.0598227,-0.12921704,8.312963
2088692,-0.34218585,-0.42593765,8.571397
2088712,-0.37329367,-0.7513731,7.3270845
2088731,-0.0598227,-0.4091873,7.2576904
2088751,0.15314612,-0.6269419,7.3270845
2088770,0.27039862,-0.72983694,7.2002606
2088791,0.53840435,-0.9188767,6.982506
2088810,1.0815945,-0.3230426,6.901147
2088830,1.3304569,-0.57908374,7.6142335
2088850,1.6080343,-0.5288327,7.0207925
2088870,1.7922882,-0.60540575,6.6235695
2088889,2.1895108,-0.48576033,6.190453
2088909,2.474267,-0.30629224,5.55394
2088929,2.2971919,-0.43550926,5.6329055
2088948,1.8018597,-1.1988469,5.7142644
2088967,1.8018597,-1.2849916,4.630277
2088987,2.2445478,-0.72744405,4.481917
2089006,1.9454343,-1.0576653,4.97007
2089027,2.2038684,-1.1294526,5.728622
2089046,2.3976939,-0.6460852,5.515653
2089066,2.163189,-0.8925547,5.7812657
2089086,1.6343563,-1.2849916,5.996628
2089105,1.74443,-1.1820966,5.7166576
2089124,2.084223,-0.46901,7.0734363
2089144,2.4766598,-0.21775463,8.896832
2089163,3.1418884,0.33979294,9.121766
2089183,2.4766598,-0.4091873,8.616862
2089202,2.4551237,-0.677193,7.157188
