timestamp,x,y,z
3898018,-0.2368979,4.6230984,8.636005
3898037,-0.26082698,4.608741,8.650363
3898057,-0.24646953,4.6207056,8.671899
3898076,-0.27039862,4.656599,8.664721
3898096,-0.2632199,4.663778,8.688649
3898115,-0.26082698,4.63267,8.63122
3898135,-0.2656128,4.668564,8.671899
3898154,-0.21775463,4.6709566,8.633613
3898174,-0.22493336,4.630277,8.688649
3898193,-0.25125536,4.635063,8.667113
3898213,-0.21057591,4.6278844,8.726935
3898232,-0.18903974,4.613527,8.760436
3898253,-0.22971918,4.63267,8.679078
3898272,-0.22014755,4.637456,8.650363
3898292,-0.23211208,4.6494203,8.679078
3898312,-0.22493336,4.6494203,8.686256
3898332,-0.17468229,4.6470275,8.6455765
3898351,-0.18664683,4.661385,8.636005
3898371,-0.18903974,4.692493,8.628826
3898391,-0.19621846,4.663778,8.674292
3898410,-0.2392908,4.6996713,8.624041
3898429,-0.18903974,4.687707,8.600112
3898449,-0.18425392,4.7044573,8.6455765
3898468,-0.19621846,4.7020645,8.674292
3898488,-0.14118157,4.7331724,8.619255
3898507,-0.15553902,4.7403507,8.669506
3898527,-0.12682413,4.7523155,8.585754
3898546,-0.15314612,4.7236004,8.592933
3898567,-0.12682413,4.735565,8.59054
3898586,-0.13639577,4.8025665,8.621648
3898606,-0.16989647,4.78103,8.537896
3898626,-0.17707519,4.8025665,8.612076
3898645,-0.16271774,4.816924,8.612076
3898664,-0.16032484,4.8049593,8.5546465
3898684,-0.17468229,4.7977805,8.49961
3898703,-0.13160995,4.848032,8.5546465
3898723,-0.18186101,4.8336744,8.478073
3898742,-0.13400285,4.788209,8.944691
3898762,-0.043072347,4.824103,8.365606
3898781,-0.18186101,4.790602,8.403893
3898802,-0.26082698,4.998785,8.332106
3898821,-0.09332342,4.8815327,8.667113
3898841,-0.10289505,4.8767467,8.571397
3898861,-0.19143265,4.950927,8.571397
3898880,-0.09571633,4.941355,8.569004
3898899,-0.16032484,4.998785,8.559432
3898919,-0.13400285,4.917426,8.506788
3898938,-0.10289505,4.9150333,8.537896
3898958,-0.09571633,4.9604983,8.537896
3898977,-0.18664683,4.9772487,8.423037
3898997,-0.11485959,5.0083566,8.411072
3899016,-0.13160995,4.9844275,8.478073
3899037,-0.08614469,5.0466433,8.478073
3899056,-0.07657306,5.0107493,8.557039
3899076,-0.15075321,5.0586076,8.415857
3899096,-0.16750357,5.003571,8.360821
3899116,-0.07896597,5.0274997,8.44218
3899135,-0.07657306,5.0107493,8.444572
3899155,-0.17707519,5.061001,8.413465
3899175,-0.105287954,5.0921082,8.420644
3899194,-0.13878867,5.1375737,8.420644
3899213,-0.21775463,5.123216,8.348856
3899233,0.019143265,5.211754,8.396714
3899252,-0.12443122,5.130395,8.406286
3899272,-0.12443122,5.1136446,8.32732
3899291,-0.10289505,5.1016803,8.332106
3899311,-0.1196454,5.1399665,8.368
3899330,-0.105287954,5.1423593,8.348856
3899350,-0.09332342,5.149538,8.35125
3899369,-0.1196454,5.1686816,8.391929
3899389,-0.09571633,5.149538,8.406286
3899408,-0.10050214,5.1973963,8.339285
3899429,-0.071787246,5.2213254,8.289034
3899448,-0.1459674,5.211754,8.363214
3899468,-0.17228939,5.1973963,8.286641
3899488,-0.16750357,5.228504,8.291427
3899507,-0.12921704,5.266791,8.305784
3899526,-0.1196454,5.2428617,8.31057
3899546,-0.12682413,5.262005,8.267497
3899565,-0.14357449,5.266791,8.308177
3899585,-0.08614469,5.2763624,8.293819
