timestamp,x,y,z
1358391,0.6197632,0.81358874,9.923389
1358410,0.6652284,0.46661708,9.913818
1358429,0.9212696,0.10289505,9.746315
1358449,0.9834852,0.023929082,9.722385
1358468,0.832732,0.043072347,9.928176
1358488,0.69633627,0.28954187,9.973641
1358507,0.60301286,0.50968945,9.899461
1358527,0.50968945,0.7705164,9.832459
1358546,0.571905,0.54079723,9.932961
1358567,0.5264398,0.27997026,10.0837145
1358586,0.49054617,0.31107804,10.220111
1358606,0.43311638,0.58626246,10.078929
1358626,0.63172776,0.63412064,9.813316
1358645,0.8638398,0.24168372,9.60274
1358664,0.68915755,0.31586388,9.708028
1358684,0.39961565,0.46422416,9.94014
1358703,0.3254355,0.5695121,10.172253
1358723,0.4498667,0.27518442,9.904246
1358742,0.5910483,0.07896597,9.789387
1358762,0.6293348,0.19621846,9.815709
1358781,0.6293348,0.46661708,9.617098
